"","peak_id","term","estimate","std.error","statistic","p.value","p_adj_BH"
"16",5216,"Timepoint:SexM",-0.567686305002371,0.0921719383491353,-6.15899280377558,2.67972170010918e-09,6.29399634313143e-07
"17",1876,"Timepoint:SexM",0.158458183913258,0.0259861193055425,6.09780098560007,3.75376423119137e-09,8.29802704753951e-07
"18",666,"Timepoint:SexM",-0.498904646080156,0.0851327980710991,-5.86031068382708,1.35730821840103e-08,2.68461278144794e-06
"19",2436,"Timepoint:SexM",-0.498119284327283,0.0849596021714577,-5.8630133804302,1.3378748003805e-08,2.68461278144794e-06
"20",652,"Timepoint:SexM",0.381827413437553,0.0653680202968286,5.84119591971302,1.50284419168405e-08,2.82384423617433e-06
"21",2408,"Timepoint:SexM",-0.331018403452264,0.057073892652929,-5.79982174100536,1.87199355670551e-08,3.34997704099967e-06
"22",2110,"Timepoint:SexM",0.15977143823359,0.0278720465203831,5.73231815312691,2.67227373604106e-08,4.36626291306187e-06
"23",4761,"Timepoint:SexM",-0.504053039591961,0.0879208227668267,-5.73303369702023,2.66225295509277e-08,4.36626291306187e-06
"24",827,"Timepoint:SexM",-0.110046058073131,0.0195594885968071,-5.62622368823563,4.64682684713843e-08,6.98511011661849e-06
"25",1927,"Timepoint:SexM",-0.162676936909733,0.0288785968136433,-5.63313162199344,4.48344518249109e-08,6.98511011661849e-06
"26",3793,"Timepoint:SexM",-0.166400857478261,0.029825550768464,-5.57913779262729,5.92568569467411e-08,8.56489493868665e-06
"27",587,"Timepoint:SexM",-0.0813330650074885,0.0147831085595437,-5.50175659469006,8.80707483552444e-08,1.14163453898707e-05
"28",1109,"Timepoint:SexM",-0.133368268171114,0.0242413060138456,-5.50169483834492,8.80984609649413e-08,1.14163453898707e-05
"29",6118,"Timepoint:SexM",0.157713152421652,0.0286014799970689,5.51416054126619,8.26732810029244e-08,1.14163453898707e-05
"30",2483,"Timepoint:SexM",0.224686244887147,0.0412621476316989,5.44533568375233,1.17270360160702e-07,1.46900671161307e-05
"31",5571,"Timepoint:SexM",0.212514583010066,0.0391924840601606,5.42233002337529,1.31710882108488e-07,1.57316072148659e-05
"32",7331,"Timepoint:SexM",0.325899130308954,0.060140379239427,5.41897364849505,1.3395727271839e-07,1.57316072148659e-05
"33",3535,"Timepoint:SexM",0.286922762125346,0.053157350012327,5.39761222218206,1.49152822526374e-07,1.69853426380034e-05
"34",3477,"Timepoint:SexM",-0.257613715278916,0.0485193503606185,-5.30950462782808,2.31554313750456e-07,2.55935620904181e-05
"35",904,"Timepoint:SexM",-0.141372628261249,0.0269286311236942,-5.24990028686815,3.10843750669439e-07,3.33757375718786e-05
"36",7038,"Timepoint:SexM",0.147779157105141,0.0282121060777202,5.23814693940363,3.29330977210578e-07,3.43784947877042e-05
"37",2484,"Timepoint:SexM",0.312419354899848,0.0597617964391479,5.22774370107778,3.4658168458589e-07,3.52014586668588e-05
"38",5836,"SexM",-1.53980744914006,0.302694471290884,-5.08700222562154,6.86281287502717e-07,6.78696073272424e-05
"39",852,"Timepoint:SexM",-0.149187328851501,0.0294309873247152,-5.06905620275327,7.47985588276373e-07,7.20751241216054e-05
"40",3666,"Timepoint:SexM",0.150718418537727,0.0299394704278578,5.03410435735322,8.83951257756103e-07,8.10216786987179e-05
"41",7547,"Timepoint:SexM",-0.309563050512558,0.0614761116753006,-5.03550146677432,8.78084344753197e-07,8.10216786987179e-05
"42",1550,"Timepoint:SexM",-0.0816462732627292,0.0163966783922815,-4.97943981758909,1.14579442934242e-06,9.78612605788367e-05
